object_id,leak_id,parser,file_name,filepath,date_parsed,file_size,file_line_count,parsed_identities,already_read_lines,status,file_type,detected_fields,leak_source
649c791c80bfe06f086968cc,1fc266799b3b87785b5b19bf93a8c0026884c2da4846dc9f6ee4cebc23d29d66,xing4-2.0.1,854.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/854.txt,1687976389,3190348,100000,99922,100000,finished,unknown,"['cc', 'password', 'email', 'username', 'unknown']",Collection#1
649c247732bec0433098fca6,21df87d15b45a3a9b54187072bc2456b183fb90e44bc75abd5da0cbbd9dc19b4,xeno7-2.0.1,hyperspace.co.hu {5.544} [HASH].txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/hyperspace.co.hu {5.544} [HASH].txt,1687954559,333411,5544,5544,5544,finished,unknown,"['email', 'password', 'hash-md5']",Collection#1
649cd60068eea91ac1f348e0,21e8704b536667ca20c974b6ca07a59295cef2de8f559440542591cf76c9571a,xing2-2.0.1,eco22.com {1.945} [NOHASH].txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/eco22.com {1.945} [NOHASH].txt,1688000002,64287,1945,1945,1945,finished,unknown,"['email', 'password']",Collection#1
649c76dc68eea91ac1019d87,226b63285269f43ba3aebc9bb7aa4dacdc2e9e593671c5120273a4f4eec2a95a,xing2-2.0.1,209.txt,collection1/Collection  #1_BTC combos/209.txt,1687975793,3196942,100000,99999,100000,finished,unknown,"['password', 'username', 'email']",Collection#1
649c63328daf2c5b4548be67,22d19a669ce6819956736c59d17d22c4c74d6a6e93738d536b773154f9a64970,xing4-2.0.1,587.txt,collection1/Collection  #1_EU combos/587.txt,1687970742,3285076,100000,99996,100000,finished,unknown,"['email', 'username', 'password']",Collection#1
649c778c80bfe06f08ec2cf0,235724874daf1a72151553d62c5526ca42d60f3a5620271d832d35c15de6420e,xing4-2.0.1,856.txt,collection1/Collection  #1_OLD CLOUD_Gaming combos/856.txt,1687975988,3194269,100000,99925,100000,finished,unknown,"['cc', 'username', 'email', 'password']",Collection#1
649c12b2c0b597f7f669f6fc,23c83e76aeacfdbf0a644b49d6ba86d0c29cedebd576f181e639b14dd74ff262,xing5-2.0.1,1251.txt,collection1/Collection  #1_EU combos/1251.txt,1687950304,3448322,100000,99976,100000,finished,unknown,"['cc', 'password', 'username', 'email']",Collection#1
649c587668eea91ac1c42394,26292ff4dba52fb8122258f3f9a084151570521e999b5934916d3eeeec7a680f,xing2-2.0.1,2206.txt,collection1/Collection  #1_EU combos/2206.txt,1687968026,3325044,100000,99948,100000,finished,unknown,"['password', 'email', 'ip', 'username']",Collection#1
649c764680bfe06f088a1ee0,267520b75d5ddf5c555a4e3b6feeafba59f6f8de871ceb1c1a4b25a0a60bd231,xing4-2.0.1,ctrueshop.com {2.330} [NOHASH] (Business and Industry).txt,collection1/Collection  #1_NEW combo semi private_Update Dumps/ctrueshop.com {2.330} [NOHASH] (Business and Industry).txt,1687975496,79915,2330,2330,2330,finished,unknown,"['email', 'password']",Collection#1
649c5d168daf2c5b455666a3,278bea60cbd6ab47b535cffc87576fa13237676a170f9754a620c75f34833d08,xing4-2.0.1,203.txt,collection1/Collection  #1_EU combos/203.txt,1687969202,3302451,100000,99995,100000,finished,unknown,"['email', 'username', 'cc', 'unknown', 'password']",Collection#1
